Id,Brand,Product_Name,Price,Category,Subcategory,Certificate1,Certificate2,Certification_Total,Origin,Origin_Grid,Origin_Transport,Origin_Manufacturing,Care_Instruction,Care_CO2,Care_Energy,Care_Water,Weighted_CO2,Weighted_Water,Weighted_Energy,Weighted_Chemical,Mat_Acrylic,Mat_Cashmere,Mat_Cotton,Mat_Elastane,Mat_Lyocell,Mat_Merino Wool,Mat_Nylon,Mat_Organic Cotton,Mat_Polyamide,Mat_Polyester,Mat_Recycled Acrylic,Mat_Recycled Cashmere,Mat_Recycled Cotton,Mat_Recycled Nylon,Mat_Recycled Polyester,Mat_Recycled Wool,Mat_Viscose,Mat_Wool,Score_100
423,Zara,Jacket Regular Fit,82.96,Woman,Jacket,GRS,NaN,0.2,Portugal,0.25,0.1,0.3,Machine wash 30°C,0.04,0.5,15,5.5,20,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,77
424,Penneys,Sweater Ribbed,24.16,Man,Sweater,NaN,NaN,0,Cambodia,0.55,0.45,0.75,Hand wash,0.015,0.2,8,12.175,629.19,134.81,39.432,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,64
425,Patagonia,Jumper Textured,192.06,Woman,Jumper,Fair Trade,Bluesign,0.4,China,0.65,0.4,0.6,Machine wash 30°C,0.04,0.5,15,3.5,15,55,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,88
426,H&M,Jacket Oversized,54.71,Man,Jacket,NaN,NaN,0,China,0.65,0.4,0.6,Machine wash 30°C,0.04,0.5,15,5.55,725.07,77.72,30.192,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,41
427,Penneys,Jumper Oversized,16.74,Woman,Jumper,NaN,NaN,0,Turkey,0.4,0.2,0.45,Hand wash,0.015,0.2,8,9.279,441.75,96.68,27.837,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,77
428,Zara,Jacket Cropped,48.31,Man,Jacket,Oeko-Tex 100,NaN,0.1,Bangladesh,0.55,0.45,0.7,Machine wash 30°C,0.04,0.5,15,8.4515,43.01,108.35,31.039,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,51
429,H&M,Tshirt Asymmetric,7.67,Man,Tshirt,Oeko-Tex 100,NaN,0.1,Cambodia,0.55,0.45,0.75,Machine wash 30°C,0.04,0.5,15,9.5,50,120,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,48
430,Patagonia,Jacket Textured,213.02,Man,Jacket,Fair Trade,Bluesign,0.4,China,0.65,0.4,0.6,Machine wash 30°C,0.04,0.5,15,9.5,50,120,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,79
431,H&M,Tshirt Textured,17.72,Man,Tshirt,GRS,NaN,0.2,Cambodia,0.55,0.45,0.75,Machine wash 30°C,0.04,0.5,15,5.5,20,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,66
432,Patagonia,Jacket Slim Fit,309.09,Woman,Jacket,Fair Trade,Bluesign,0.4,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,5.5,20,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,90
433,Patagonia,Sweater Textured,121.61,Man,Sweater,Fair Trade,Bluesign,0.4,China,0.65,0.4,0.6,Machine wash 30°C,0.04,0.5,15,3.2,1800,40,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,82
434,H&M,Tshirt Regular Fit,13.95,Woman,Tshirt,NaN,NaN,0,India,0.5,0.4,0.65,Machine wash 30°C,0.04,0.5,15,5,400,60,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45
435,Zara,Jumper Ribbed,28.83,Man,Jumper,Oeko-Tex 100,NaN,0.1,Vietnam,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,9,50,150,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
436,H&M,Sweater Textured,16.68,Woman,Sweater,Oeko-Tex 100,NaN,0.1,Vietnam,0.45,0.35,0.55,Hand wash,0.015,0.2,8,8.9835,129.415,101.555,32.535,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,84
437,H&M,Sweater Regular Fit,16.75,Woman,Sweater,GRS,NaN,0.2,Portugal,0.25,0.1,0.3,Machine wash 30°C,0.04,0.5,15,3.5,15,55,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,78
438,Zara,Sweater Cropped,32.65,Man,Sweater,RWS,NaN,0.15,Turkey,0.4,0.2,0.45,Hand wash,0.015,0.2,8,5,150,50,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99
439,Patagonia,Sweater Cropped,153.92,Man,Sweater,Fair Trade,NaN,0.2,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,3.5,15,55,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,71
440,Patagonia,Tshirt Ribbed,64.05,Woman,Tshirt,Fair Trade,NaN,0.2,India,0.5,0.4,0.65,Machine wash 30°C,0.04,0.5,15,3.2,1800,40,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,63
441,H&M,Tshirt Asymmetric,17.74,Woman,Tshirt,NaN,NaN,0,Italy,0.3,0.1,0.35,Machine wash 30°C,0.04,0.5,15,5.6965,1073.24,58.035,27.86,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,51
442,Patagonia,Jumper Oversized,158.87,Man,Jumper,Fair Trade,Bluesign,0.4,Turkey,0.4,0.2,0.45,Machine wash 30°C,0.04,0.5,15,3.2,1800,40,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,88
443,Penneys,Tshirt Textured,5.15,Woman,Tshirt,NaN,NaN,0,Cambodia,0.55,0.45,0.75,Machine wash 30°C,0.04,0.5,15,2,500,20,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,49
444,Zara,Jumper Textured,49.28,Man,Jumper,NaN,NaN,0,China,0.65,0.4,0.6,Machine wash 30°C,0.04,0.5,15,6,2700,55,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
445,Penneys,Sweater Ribbed,8.73,Woman,Sweater,NaN,NaN,0,Cambodia,0.55,0.45,0.75,Machine wash 30°C,0.04,0.5,15,5.3173,184.72,58.315,20.16,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,45
446,H&M,Tshirt Textured,9.86,Man,Tshirt,NaN,NaN,0,India,0.5,0.4,0.65,Machine wash 30°C,0.04,0.5,15,2,500,20,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,51
447,Patagonia,Sweater Regular Fit,198.00,Woman,Sweater,Fair Trade,Bluesign,0.4,Cambodia,0.55,0.45,0.75,Hand wash,0.015,0.2,8,5,150,50,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100
448,Penneys,Sweater Slim Fit,21.48,Woman,Sweater,NaN,NaN,0,Cambodia,0.55,0.45,0.75,Hand wash,0.015,0.2,8,16.091,879.65,168.17,47.583,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,58
449,Penneys,Jumper Ribbed,11.18,Man,Jumper,NaN,NaN,0,Bangladesh,0.55,0.45,0.7,Machine wash 30°C,0.04,0.5,15,5.5,20,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,46
450,Penneys,Tshirt Slim Fit,9.08,Man,Tshirt,NaN,NaN,0,Vietnam,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,3,200,45,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,52
451,H&M,Jumper Asymmetric,18.20,Woman,Jumper,Oeko-Tex 100,NaN,0.1,Turkey,0.4,0.2,0.45,Hand wash,0.015,0.2,8,14,800,160,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,77
452,H&M,Jumper Oversized,38.06,Man,Jumper,Oeko-Tex 100,NaN,0.1,China,0.65,0.4,0.6,Hand wash,0.015,0.2,8,11.872,747.6,124.66,36.76,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,75
453,Patagonia,Jumper Ribbed,224.55,Woman,Jumper,Fair Trade,Bluesign,0.4,Turkey,0.4,0.2,0.45,Machine wash 30°C,0.04,0.5,15,3.2,1800,40,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,88
454,Penneys,Jacket Regular Fit,32.72,Woman,Jacket,NaN,NaN,0,Italy,0.3,0.1,0.35,Machine wash 30°C,0.04,0.5,15,9.5,50,120,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,48
455,H&M,Jumper Regular Fit,36.49,Man,Jumper,NaN,NaN,0,Turkey,0.4,0.2,0.45,Hand wash,0.015,0.2,8,30,700,200,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
456,H&M,Tshirt Asymmetric,12.23,Woman,Tshirt,GRS,NaN,0.2,Cambodia,0.55,0.45,0.75,Machine wash 30°C,0.04,0.5,15,2.953,642.5,35.635,16.025,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,67
457,Zara,Jacket Cropped,101.49,Man,Jacket,NaN,NaN,0,Bangladesh,0.55,0.45,0.7,Machine wash 30°C,0.04,0.5,15,8.5,40,140,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38
458,Zara,Tshirt Oversized,21.97,Man,Tshirt,Oeko-Tex 100,NaN,0.1,India,0.5,0.4,0.65,Machine wash 30°C,0.04,0.5,15,6,2700,55,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
459,H&M,Jacket Textured,36.30,Man,Jacket,NaN,NaN,0,Italy,0.3,0.1,0.35,Machine wash 30°C,0.04,0.5,15,5.5,20,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,56
460,Penneys,Sweater Cropped,17.11,Man,Sweater,NaN,NaN,0,India,0.5,0.4,0.65,Hand wash,0.015,0.2,8,5.595,1316,54.85,28,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,72
461,Zara,Sweater Regular Fit,42.20,Man,Sweater,Oeko-Tex 100,NaN,0.1,India,0.5,0.4,0.65,Machine wash 30°C,0.04,0.5,15,5.5,20,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,58
462,Zara,Jacket Cropped,95.94,Woman,Jacket,Oeko-Tex 100,NaN,0.1,Bangladesh,0.55,0.45,0.7,Machine wash 30°C,0.04,0.5,15,5,20,70,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,56
463,Zara,Jacket Textured,40.42,Woman,Jacket,NaN,NaN,0,Turkey,0.4,0.2,0.45,Machine wash 30°C,0.04,0.5,15,6,30,110,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
464,H&M,Sweater Ribbed,24.27,Woman,Sweater,Oeko-Tex 100,NaN,0.1,Italy,0.3,0.1,0.35,Machine wash 30°C,0.04,0.5,15,7.902,96.34,134.38,42.71,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,57
465,Zara,Jacket Slim Fit,40.86,Man,Jacket,Oeko-Tex 100,NaN,0.1,Vietnam,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,6,30,110,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
466,Zara,Tshirt Oversized,14.79,Woman,Tshirt,GRS,NaN,0.2,Turkey,0.4,0.2,0.45,Machine wash 30°C,0.04,0.5,15,5.5,20,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,73
467,Patagonia,Jacket Regular Fit,166.07,Woman,Jacket,Fair Trade,Bluesign,0.4,Bangladesh,0.55,0.45,0.7,Hand wash,0.015,0.2,8,8.168,1669.79,94.07,41.355,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
468,Penneys,Jumper Regular Fit,24.37,Man,Jumper,NaN,NaN,0,Italy,0.3,0.1,0.35,Machine wash 30°C,0.04,0.5,15,6,30,110,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
469,Zara,Jacket Regular Fit,48.52,Woman,Jacket,Oeko-Tex 100,NaN,0.1,Cambodia,0.55,0.45,0.75,Machine wash 30°C,0.04,0.5,15,9.5,50,120,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,48
470,Penneys,Jacket Slim Fit,31.90,Woman,Jacket,NaN,NaN,0,Portugal,0.25,0.1,0.3,Hand wash,0.015,0.2,8,12.354,653.13,145.19,41.107,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,74
471,H&M,Jacket Asymmetric,39.18,Man,Jacket,GRS,NaN,0.2,Vietnam,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,5.5,20,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,70
472,Penneys,Tshirt Textured,10.49,Woman,Tshirt,NaN,NaN,0,India,0.5,0.4,0.65,Machine wash 30°C,0.04,0.5,15,5,400,60,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45
473,H&M,Jumper Slim Fit,22.85,Woman,Jumper,NaN,NaN,0,India,0.5,0.4,0.65,Hand wash,0.015,0.2,8,5,150,50,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,79
474,Zara,Jumper Textured,29.68,Man,Jumper,GRS,NaN,0.2,Vietnam,0.45,0.35,0.55,Hand wash,0.015,0.2,8,5,150,50,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100
475,Zara,Tshirt Asymmetric,28.40,Man,Tshirt,GRS,NaN,0.2,China,0.65,0.4,0.6,Machine wash 30°C,0.04,0.5,15,8.825,61.25,146.75,44.125,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,56
476,Penneys,Jacket Ribbed,44.53,Man,Jacket,NaN,NaN,0,Italy,0.3,0.1,0.35,Machine wash 30°C,0.04,0.5,15,6,30,110,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
477,Zara,Tshirt Regular Fit,25.99,Man,Tshirt,NaN,NaN,0,Cambodia,0.55,0.45,0.75,Machine wash 30°C,0.04,0.5,15,5,400,60,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,43
478,Zara,Jacket Asymmetric,95.86,Man,Jacket,Oeko-Tex 100,NaN,0.1,Portugal,0.25,0.1,0.3,Machine wash 30°C,0.04,0.5,15,9.5,50,120,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,59
479,H&M,Sweater Oversized,30.32,Man,Sweater,NaN,NaN,0,Turkey,0.4,0.2,0.45,Hand wash,0.015,0.2,8,5,150,50,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,84
480,Penneys,Sweater Ribbed,16.48,Woman,Sweater,NaN,NaN,0,Italy,0.3,0.1,0.35,Machine wash 30°C,0.04,0.5,15,5.2025,20.895,68.375,23.74,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,55
481,Patagonia,Jumper Regular Fit,119.67,Woman,Jumper,Fair Trade,NaN,0.2,Bangladesh,0.55,0.45,0.7,Machine wash 30°C,0.04,0.5,15,4.7571,594.94,53.54,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,65
482,Zara,Jumper Cropped,58.37,Woman,Jumper,NaN,NaN,0,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,5.7815,1528.84,57.185,31.26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,42
483,Penneys,Jacket Oversized,22.53,Woman,Jacket,NaN,NaN,0,Italy,0.3,0.1,0.35,Machine wash 30°C,0.04,0.5,15,5.5,20,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,56
484,H&M,Jumper Cropped,21.36,Woman,Jumper,NaN,NaN,0,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,5.142,25,89.2,31.73,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46
485,Patagonia,Tshirt Oversized,74.03,Woman,Tshirt,Fair Trade,Bluesign,0.4,Cambodia,0.55,0.45,0.75,Machine wash 30°C,0.04,0.5,15,6,2700,55,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
486,Patagonia,Jacket Asymmetric,207.65,Man,Jacket,Fair Trade,NaN,0.2,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,5.5,20,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,70
487,Penneys,Jacket Textured,33.37,Man,Jacket,NaN,NaN,0,Bangladesh,0.55,0.45,0.7,Machine wash 30°C,0.04,0.5,15,8.5,40,140,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38
488,Zara,Sweater Oversized,46.12,Man,Sweater,BCI Cotton,NaN,0.05,Italy,0.3,0.1,0.35,Machine wash 30°C,0.04,0.5,15,6,2700,55,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
489,Patagonia,Jacket Ribbed,162.29,Woman,Jacket,Fair Trade,Bluesign,0.4,Turkey,0.4,0.2,0.45,Hand wash,0.015,0.2,8,13.2225,935.55,150.31,44.32,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,100
490,Patagonia,Tshirt Asymmetric,37.87,Man,Tshirt,Fair Trade,Bluesign,0.4,Cambodia,0.55,0.45,0.75,Machine wash 30°C,0.04,0.5,15,5.5,20,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,86
491,H&M,Tshirt Oversized,14.27,Woman,Tshirt,Oeko-Tex 100,NaN,0.1,Italy,0.3,0.1,0.35,Machine wash 30°C,0.04,0.5,15,9.5,50,120,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,58
492,Zara,Jumper Regular Fit,53.54,Woman,Jumper,GRS,NaN,0.2,China,0.65,0.4,0.6,Machine wash 30°C,0.04,0.5,15,3.5,15,55,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,68
493,Penneys,Jacket Ribbed,44.09,Woman,Jacket,NaN,NaN,0,Thailand,0.45,0.35,0.55,Hand wash,0.015,0.2,8,14,800,160,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64
494,Patagonia,Sweater Oversized,172.25,Woman,Sweater,Fair Trade,Bluesign,0.4,Bangladesh,0.55,0.45,0.7,Machine wash 30°C,0.04,0.5,15,3.5,15,55,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,87
495,Zara,Sweater Asymmetric,20.00,Woman,Sweater,NaN,NaN,0,Portugal,0.25,0.1,0.3,Machine wash 30°C,0.04,0.5,15,3.2,1800,40,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52
496,Patagonia,Jacket Oversized,122.10,Man,Jacket,Fair Trade,Bluesign,0.4,India,0.5,0.4,0.65,Machine wash 30°C,0.04,0.5,15,6,2700,55,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
497,Penneys,Jumper Slim Fit,23.00,Man,Jumper,NaN,NaN,0,Italy,0.3,0.1,0.35,Machine wash 30°C,0.04,0.5,15,5.5,20,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,56
498,Patagonia,Jumper Oversized,111.88,Woman,Jumper,Fair Trade,Bluesign,0.4,Cambodia,0.55,0.45,0.75,Machine wash 30°C,0.04,0.5,15,7.0994,184,121.98,40.575,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,78
499,H&M,Jumper Ribbed,22.24,Man,Jumper,NaN,NaN,0,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,9,50,150,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
500,Penneys,Tshirt Ribbed,3.45,Woman,Tshirt,NaN,NaN,0,Turkey,0.4,0.2,0.45,Machine wash 30°C,0.04,0.5,15,5.2747,192.7,59.08,22.39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,52
501,Patagonia,Tshirt Ribbed,39.06,Woman,Tshirt,Fair Trade,Bluesign,0.4,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,5.5,20,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,90
502,Patagonia,Sweater Slim Fit,204.54,Woman,Sweater,Fair Trade,Bluesign,0.4,Portugal,0.25,0.1,0.3,Hand wash,0.015,0.2,8,30,700,200,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
503,Patagonia,Tshirt Regular Fit,56.16,Woman,Tshirt,Fair Trade,NaN,0.2,India,0.5,0.4,0.65,Machine wash 30°C,0.04,0.5,15,3.2276,1778.64,40.24,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,63
504,Patagonia,Jacket Ribbed,289.65,Woman,Jacket,Fair Trade,Bluesign,0.4,Vietnam,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,6,2700,55,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
505,Zara,Jacket Slim Fit,94.52,Man,Jacket,NaN,NaN,0,Portugal,0.25,0.1,0.3,Hand wash,0.015,0.2,8,14,800,160,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,71
506,H&M,Sweater Slim Fit,30.96,Woman,Sweater,RWS,NaN,0.15,Portugal,0.25,0.1,0.3,Hand wash,0.015,0.2,8,14.196,777,150.32,42.588,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,87
507,H&M,Jumper Cropped,21.90,Woman,Jumper,Oeko-Tex 100,NaN,0.1,Italy,0.3,0.1,0.35,Hand wash,0.015,0.2,8,6.76,2519.5,64.975,40.475,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82
508,Penneys,Tshirt Ribbed,4.42,Woman,Tshirt,NaN,NaN,0,Portugal,0.25,0.1,0.3,Machine wash 30°C,0.04,0.5,15,3.284,1206.2,31.235,19.63,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,55
509,Zara,Tshirt Ribbed,19.76,Man,Tshirt,NaN,NaN,0,Cambodia,0.55,0.45,0.75,Machine wash 30°C,0.04,0.5,15,6.4342,400,94.34,35.05,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,40
510,Patagonia,Sweater Textured,120.21,Woman,Sweater,Fair Trade,Bluesign,0.4,Thailand,0.45,0.35,0.55,Hand wash,0.015,0.2,8,5.3202,1347.15,51.54,26.055,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,100
511,Penneys,Sweater Textured,15.96,Woman,Sweater,NaN,NaN,0,Bangladesh,0.55,0.45,0.7,Machine wash 30°C,0.04,0.5,15,6,2700,55,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
512,Penneys,Sweater Regular Fit,14.24,Woman,Sweater,NaN,NaN,0,Cambodia,0.55,0.45,0.75,Hand wash,0.015,0.2,8,30,700,200,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
513,H&M,Sweater Cropped,30.50,Man,Sweater,Oeko-Tex 100,NaN,0.1,Bangladesh,0.55,0.45,0.7,Machine wash 30°C,0.04,0.5,15,3.2,1800,40,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52
514,Patagonia,Jumper Regular Fit,142.47,Man,Jumper,Fair Trade,Bluesign,0.4,Portugal,0.25,0.1,0.3,Machine wash 30°C,0.04,0.5,15,3.2,1800,40,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,92
515,H&M,Jumper Ribbed,36.84,Woman,Jumper,NaN,NaN,0,Bangladesh,0.55,0.45,0.7,Hand wash,0.015,0.2,8,16,900,170,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,58
516,Patagonia,Jacket Regular Fit,263.51,Man,Jacket,Fair Trade,NaN,0.2,China,0.65,0.4,0.6,Machine wash 30°C,0.04,0.5,15,6,30,110,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
517,H&M,Jumper Textured,27.29,Woman,Jumper,GRS,NaN,0.2,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,3.4691,198.855,53.455,20,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,70
518,Penneys,Tshirt Cropped,8.55,Woman,Tshirt,NaN,NaN,0,Bangladesh,0.55,0.45,0.7,Machine wash 30°C,0.04,0.5,15,6.448,27.11,74.22,23.555,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,45
519,H&M,Tshirt Textured,8.47,Man,Tshirt,Oeko-Tex 100,NaN,0.1,Vietnam,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,9.5,50,120,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52
520,Patagonia,Tshirt Cropped,63.74,Man,Tshirt,Fair Trade,Bluesign,0.4,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,3.9896,263.16,50.45,17.37,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,91
521,Penneys,Jumper Regular Fit,24.97,Man,Jumper,NaN,NaN,0,Portugal,0.25,0.1,0.3,Machine wash 30°C,0.04,0.5,15,4.2023,764.985,50.785,20,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,55
522,Penneys,Jumper Regular Fit,17.28,Man,Jumper,NaN,NaN,0,Cambodia,0.55,0.45,0.75,Machine wash 30°C,0.04,0.5,15,5.2853,2404.425,51.64,34.82,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,35
523,Patagonia,Tshirt Textured,36.56,Man,Tshirt,Fair Trade,Bluesign,0.4,China,0.65,0.4,0.6,Machine wash 30°C,0.04,0.5,15,6,2700,55,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
524,Zara,Jumper Cropped,32.60,Man,Jumper,Oeko-Tex 100,NaN,0.1,Cambodia,0.55,0.45,0.75,Machine wash 30°C,0.04,0.5,15,9,50,150,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
525,H&M,Tshirt Slim Fit,10.33,Woman,Tshirt,NaN,NaN,0,India,0.5,0.4,0.65,Machine wash 30°C,0.04,0.5,15,9.5,50,120,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40
526,Penneys,Tshirt Regular Fit,6.60,Woman,Tshirt,NaN,NaN,0,Bangladesh,0.55,0.45,0.7,Machine wash 30°C,0.04,0.5,15,4.202,409,49.36,22.48,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,46
527,H&M,Sweater Asymmetric,33.27,Man,Sweater,Oeko-Tex 100,NaN,0.1,Bangladesh,0.55,0.45,0.7,Machine wash 30°C,0.04,0.5,15,3.2608,1485.86,42.66,20,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,53
528,Zara,Tshirt Textured,25.55,Man,Tshirt,NaN,NaN,0,China,0.65,0.4,0.6,Machine wash 30°C,0.04,0.5,15,6,2700,55,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
