Id,Brand,Product_Name,Price,Category,Subcategory,Material,Percentage_Material,Material_CO2,Material_Water,Material_Energy,Material_Chemical,Care_Instruction,Care_CO2,Care_Energy,Care_Water,Origin,Origin_Grid,Origin_Transport,Origin_Manufacturing,Certificate1,Cert1_Bonus,Certificate2,Cert2_Bonus,Price_num
82,Penneys,Tshirt Ribbed,€ 4.07,Man,Tshirt,Polyester,15.9,9.5,50.0,120.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,,0.0,,0.0,4.07
82,Penneys,Tshirt Ribbed,€ 4.07,Man,Tshirt,Recycled Cotton,44.6,2.0,500.0,20.0,10.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,,0.0,,0.0,4.07
83,Patagonia,Sweater Regular Fit,€ 193.15,Woman,Sweater,Acrylic,100.0,6.0,30.0,110.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,Fair Trade,0.2,Bluesign,0.2,193.15
84,Zara,Jumper Ribbed,€ 42.08,Woman,Jumper,Elastane,100.0,9.0,50.0,150.0,45.0,Machine wash 30°C,0.04,0.5,15.0,China,0.65,0.4,0.6,,0.0,,0.0,42.08
85,H&M,Jumper Oversized,€ 32.67,Man,Jumper,Acrylic,100.0,6.0,30.0,110.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,Oeko-Tex 100,0.1,,0.0,32.67
86,Patagonia,Tshirt Regular Fit,€ 45.12,Woman,Tshirt,Organic Cotton,29.8,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,India,0.5,0.4,0.65,Fair Trade,0.2,,0.0,45.12
86,Patagonia,Tshirt Regular Fit,€ 45.12,Woman,Tshirt,Organic Cotton,70.2,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,India,0.5,0.4,0.65,Fair Trade,0.2,,0.0,45.12
87,Penneys,Jacket Asymmetric,€ 29.06,Man,Jacket,Recycled Nylon,5.0,5.0,20.0,70.0,18.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,,0.0,,0.0,29.06
87,Penneys,Jacket Asymmetric,€ 29.06,Man,Jacket,Polyester,42.2,9.5,50.0,120.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,,0.0,,0.0,29.06
87,Penneys,Jacket Asymmetric,€ 29.06,Man,Jacket,Acrylic,52.8,6.0,30.0,110.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,,0.0,,0.0,29.06
88,H&M,Jacket Textured,€ 42.73,Man,Jacket,Wool,100.0,14.0,800.0,160.0,45.0,Hand wash,0.015,0.2,8.0,China,0.65,0.4,0.6,Oeko-Tex 100,0.1,,0.0,42.73
89,Penneys,Tshirt Cropped,€ 9.81,Man,Tshirt,Recycled Polyester,100.0,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Cambodia,0.55,0.45,0.75,,0.0,,0.0,9.81
90,Zara,Jacket Textured,€ 105.14,Woman,Jacket,Nylon,100.0,8.5,40.0,140.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,,0.0,,0.0,105.14
91,H&M,Jumper Oversized,€ 25.29,Man,Jumper,Recycled Polyester,100.0,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,India,0.5,0.4,0.65,Oeko-Tex 100,0.1,,0.0,25.29
92,Patagonia,Tshirt Oversized,€ 46.36,Woman,Tshirt,Lyocell,15.2,3.0,200.0,45.0,15.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,Fair Trade,0.2,Bluesign,0.2,46.36
92,Patagonia,Tshirt Oversized,€ 46.36,Woman,Tshirt,Organic Cotton,84.8,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,Fair Trade,0.2,Bluesign,0.2,46.36
93,Penneys,Jacket Textured,€ 28.26,Woman,Jacket,Recycled Polyester,100.0,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,,0.0,,0.0,28.26
94,Penneys,Jacket Textured,€ 29.54,Woman,Jacket,Acrylic,28.4,6.0,30.0,110.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,,0.0,,0.0,29.54
94,Penneys,Jacket Textured,€ 29.54,Woman,Jacket,Polyester,21.2,9.5,50.0,120.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,,0.0,,0.0,29.54
94,Penneys,Jacket Textured,€ 29.54,Woman,Jacket,Cotton,50.4,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,,0.0,,0.0,29.54
95,Patagonia,Tshirt Ribbed,€ 79.65,Woman,Tshirt,Lyocell,8.6,3.0,200.0,45.0,15.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,Fair Trade,0.2,Bluesign,0.2,79.65
95,Patagonia,Tshirt Ribbed,€ 79.65,Woman,Tshirt,Recycled Cotton,91.4,2.0,500.0,20.0,10.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,Fair Trade,0.2,Bluesign,0.2,79.65
96,Penneys,Jacket Cropped,€ 29.47,Man,Jacket,Recycled Polyester,100.0,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,,0.0,,0.0,29.47
97,Patagonia,Jumper Regular Fit,€ 176.24,Woman,Jumper,Recycled Polyester,100.0,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,Fair Trade,0.2,Bluesign,0.2,176.24
98,Penneys,Tshirt Oversized,€ 9.53,Man,Tshirt,Elastane,100.0,9.0,50.0,150.0,45.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,9.53
99,Penneys,Sweater Regular Fit,€ 20.97,Man,Sweater,Recycled Cashmere,1.8,5.0,150.0,50.0,15.0,Hand wash,0.015,0.2,8.0,Thailand,0.45,0.35,0.55,,0.0,,0.0,20.97
99,Penneys,Sweater Regular Fit,€ 20.97,Man,Sweater,Recycled Polyester,98.2,5.5,20.0,60.0,20.0,Hand wash,0.015,0.2,8.0,Thailand,0.45,0.35,0.55,,0.0,,0.0,20.97
100,Zara,Jacket Asymmetric,€ 65.45,Man,Jacket,Wool,100.0,14.0,800.0,160.0,45.0,Hand wash,0.015,0.2,8.0,Italy,0.3,0.1,0.35,Oeko-Tex 100,0.1,,0.0,65.45
101,Patagonia,Tshirt Ribbed,€ 57.60,Man,Tshirt,Organic Cotton,86.7,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,Fair Trade,0.2,Bluesign,0.2,57.6
101,Patagonia,Tshirt Ribbed,€ 57.60,Man,Tshirt,Cotton,13.0,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,Fair Trade,0.2,Bluesign,0.2,57.6
101,Patagonia,Tshirt Ribbed,€ 57.60,Man,Tshirt,Organic Cotton,0.3,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,Fair Trade,0.2,Bluesign,0.2,57.6
102,Zara,Jacket Cropped,€ 92.38,Woman,Jacket,Nylon,100.0,8.5,40.0,140.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,,0.0,,0.0,92.38
103,Patagonia,Tshirt Cropped,€ 49.79,Man,Tshirt,Lyocell,100.0,3.0,200.0,45.0,15.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,Fair Trade,0.2,,0.0,49.79
104,H&M,Tshirt Ribbed,€ 14.47,Man,Tshirt,Organic Cotton,40.0,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,Oeko-Tex 100,0.1,,0.0,14.47
104,H&M,Tshirt Ribbed,€ 14.47,Man,Tshirt,Lyocell,29.1,3.0,200.0,45.0,15.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,Oeko-Tex 100,0.1,,0.0,14.47
104,H&M,Tshirt Ribbed,€ 14.47,Man,Tshirt,Viscose,30.9,5.0,400.0,60.0,30.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,Oeko-Tex 100,0.1,,0.0,14.47
105,Patagonia,Jumper Textured,€ 144.92,Woman,Jumper,Wool,100.0,14.0,800.0,160.0,45.0,Hand wash,0.015,0.2,8.0,China,0.65,0.4,0.6,Fair Trade,0.2,Bluesign,0.2,144.92
106,Penneys,Jacket Ribbed,€ 22.33,Man,Jacket,Polyester,100.0,9.5,50.0,120.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,22.33
107,Patagonia,Jumper Slim Fit,€ 236.92,Woman,Jumper,Acrylic,100.0,6.0,30.0,110.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,Fair Trade,0.2,Bluesign,0.2,236.92
108,H&M,Jacket Oversized,€ 62.27,Woman,Jacket,Nylon,100.0,8.5,40.0,140.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,Oeko-Tex 100,0.1,,0.0,62.27
109,Patagonia,Sweater Slim Fit,€ 226.80,Woman,Sweater,Recycled Cashmere,95.0,5.0,150.0,50.0,15.0,Hand wash,0.015,0.2,8.0,Italy,0.3,0.1,0.35,Fair Trade,0.2,Bluesign,0.2,226.8
109,Patagonia,Sweater Slim Fit,€ 226.80,Woman,Sweater,Recycled Polyester,5.0,5.5,20.0,60.0,20.0,Hand wash,0.015,0.2,8.0,Italy,0.3,0.1,0.35,Fair Trade,0.2,Bluesign,0.2,226.8
110,Penneys,Sweater Asymmetric,€ 24.63,Man,Sweater,Wool,100.0,14.0,800.0,160.0,45.0,Hand wash,0.015,0.2,8.0,India,0.5,0.4,0.65,,0.0,,0.0,24.63
111,Patagonia,Sweater Cropped,€ 219.83,Man,Sweater,Elastane,100.0,9.0,50.0,150.0,45.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,Fair Trade,0.2,Bluesign,0.2,219.83
112,Zara,Tshirt Textured,€ 22.93,Man,Tshirt,Viscose,100.0,5.0,400.0,60.0,30.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,Oeko-Tex 100,0.1,,0.0,22.93
113,Penneys,Sweater Textured,€ 15.06,Woman,Sweater,Organic Cotton,17.4,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,15.06
113,Penneys,Sweater Textured,€ 15.06,Woman,Sweater,Elastane,4.8,9.0,50.0,150.0,45.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,15.06
113,Penneys,Sweater Textured,€ 15.06,Woman,Sweater,Acrylic,77.8,6.0,30.0,110.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,15.06
114,Zara,Sweater Cropped,€ 57.77,Man,Sweater,Merino Wool,67.6,16.0,900.0,170.0,48.0,Hand wash,0.015,0.2,8.0,Portugal,0.25,0.1,0.3,Oeko-Tex 100,0.1,,0.0,57.77
114,Zara,Sweater Cropped,€ 57.77,Man,Sweater,Cashmere,27.8,30.0,700.0,200.0,60.0,Hand wash,0.015,0.2,8.0,Portugal,0.25,0.1,0.3,Oeko-Tex 100,0.1,,0.0,57.77
114,Zara,Sweater Cropped,€ 57.77,Man,Sweater,Recycled Cashmere,4.5,5.0,150.0,50.0,15.0,Hand wash,0.015,0.2,8.0,Portugal,0.25,0.1,0.3,Oeko-Tex 100,0.1,,0.0,57.77
115,Patagonia,Sweater Asymmetric,€ 218.60,Woman,Sweater,Cotton,100.0,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,India,0.5,0.4,0.65,Fair Trade,0.2,Bluesign,0.2,218.6
116,Penneys,Jacket Cropped,€ 34.16,Man,Jacket,Recycled Nylon,100.0,5.0,20.0,70.0,18.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,,0.0,,0.0,34.16
117,H&M,Sweater Regular Fit,€ 20.53,Woman,Sweater,Recycled Polyester,18.0,5.5,20.0,60.0,20.0,Hand wash,0.015,0.2,8.0,Thailand,0.45,0.35,0.55,,0.0,,0.0,20.53
117,H&M,Sweater Regular Fit,€ 20.53,Woman,Sweater,Merino Wool,19.0,16.0,900.0,170.0,48.0,Hand wash,0.015,0.2,8.0,Thailand,0.45,0.35,0.55,,0.0,,0.0,20.53
117,H&M,Sweater Regular Fit,€ 20.53,Woman,Sweater,Cashmere,63.1,30.0,700.0,200.0,60.0,Hand wash,0.015,0.2,8.0,Thailand,0.45,0.35,0.55,,0.0,,0.0,20.53
118,H&M,Sweater Slim Fit,€ 17.90,Woman,Sweater,Cotton,100.0,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Cambodia,0.55,0.45,0.75,,0.0,,0.0,17.9
119,Patagonia,Jumper Slim Fit,€ 198.24,Man,Jumper,Wool,26.5,14.0,800.0,160.0,45.0,Hand wash,0.015,0.2,8.0,Italy,0.3,0.1,0.35,Fair Trade,0.2,Bluesign,0.2,198.24
119,Patagonia,Jumper Slim Fit,€ 198.24,Man,Jumper,Recycled Acrylic,56.9,3.5,15.0,55.0,20.0,Hand wash,0.015,0.2,8.0,Italy,0.3,0.1,0.35,Fair Trade,0.2,Bluesign,0.2,198.24
119,Patagonia,Jumper Slim Fit,€ 198.24,Man,Jumper,Recycled Cashmere,16.7,5.0,150.0,50.0,15.0,Hand wash,0.015,0.2,8.0,Italy,0.3,0.1,0.35,Fair Trade,0.2,Bluesign,0.2,198.24
120,Zara,Sweater Asymmetric,€ 59.24,Man,Sweater,Wool,4.5,14.0,800.0,160.0,45.0,Hand wash,0.015,0.2,8.0,Cambodia,0.55,0.45,0.75,,0.0,,0.0,59.24
120,Zara,Sweater Asymmetric,€ 59.24,Man,Sweater,Recycled Polyester,44.5,5.5,20.0,60.0,20.0,Hand wash,0.015,0.2,8.0,Cambodia,0.55,0.45,0.75,,0.0,,0.0,59.24
120,Zara,Sweater Asymmetric,€ 59.24,Man,Sweater,Acrylic,51.0,6.0,30.0,110.0,40.0,Hand wash,0.015,0.2,8.0,Cambodia,0.55,0.45,0.75,,0.0,,0.0,59.24
121,H&M,Jacket Asymmetric,€ 61.45,Woman,Jacket,Recycled Polyester,35.9,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,China,0.65,0.4,0.6,,0.0,,0.0,61.45
121,H&M,Jacket Asymmetric,€ 61.45,Woman,Jacket,Acrylic,64.1,6.0,30.0,110.0,40.0,Machine wash 30°C,0.04,0.5,15.0,China,0.65,0.4,0.6,,0.0,,0.0,61.45
122,Zara,Jumper Cropped,€ 54.79,Man,Jumper,Acrylic,47.9,6.0,30.0,110.0,40.0,Hand wash,0.015,0.2,8.0,Turkey,0.4,0.2,0.45,RWS,0.15,,0.0,54.79
122,Zara,Jumper Cropped,€ 54.79,Man,Jumper,Cashmere,52.1,30.0,700.0,200.0,60.0,Hand wash,0.015,0.2,8.0,Turkey,0.4,0.2,0.45,RWS,0.15,,0.0,54.79
123,Zara,Tshirt Textured,€ 27.33,Woman,Tshirt,Polyester,100.0,9.5,50.0,120.0,35.0,Machine wash 30°C,0.04,0.5,15.0,China,0.65,0.4,0.6,Oeko-Tex 100,0.1,,0.0,27.33
124,Zara,Sweater Asymmetric,€ 25.07,Man,Sweater,Merino Wool,100.0,16.0,900.0,170.0,48.0,Hand wash,0.015,0.2,8.0,Cambodia,0.55,0.45,0.75,,0.0,,0.0,25.07
125,Penneys,Tshirt Slim Fit,€ 7.53,Woman,Tshirt,Cotton,100.0,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Cambodia,0.55,0.45,0.75,,0.0,,0.0,7.53
126,H&M,Jacket Cropped,€ 47.09,Woman,Jacket,Polyester,79.9,9.5,50.0,120.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,Oeko-Tex 100,0.1,,0.0,47.09
126,H&M,Jacket Cropped,€ 47.09,Woman,Jacket,Cotton,3.7,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,Oeko-Tex 100,0.1,,0.0,47.09
126,H&M,Jacket Cropped,€ 47.09,Woman,Jacket,Nylon,16.4,8.5,40.0,140.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,Oeko-Tex 100,0.1,,0.0,47.09
127,Zara,Sweater Regular Fit,€ 45.32,Man,Sweater,Cotton,2.2,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,,0.0,,0.0,45.32
127,Zara,Sweater Regular Fit,€ 45.32,Man,Sweater,Organic Cotton,71.2,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,,0.0,,0.0,45.32
127,Zara,Sweater Regular Fit,€ 45.32,Man,Sweater,Recycled Polyester,26.6,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,,0.0,,0.0,45.32
128,H&M,Jumper Slim Fit,€ 26.29,Woman,Jumper,Cotton,100.0,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,,0.0,,0.0,26.29
129,H&M,Sweater Slim Fit,€ 22.81,Man,Sweater,Merino Wool,21.0,16.0,900.0,170.0,48.0,Hand wash,0.015,0.2,8.0,Portugal,0.25,0.1,0.3,,0.0,,0.0,22.81
129,H&M,Sweater Slim Fit,€ 22.81,Man,Sweater,Elastane,70.5,9.0,50.0,150.0,45.0,Hand wash,0.015,0.2,8.0,Portugal,0.25,0.1,0.3,,0.0,,0.0,22.81
129,H&M,Sweater Slim Fit,€ 22.81,Man,Sweater,Organic Cotton,8.5,3.2,1800.0,40.0,20.0,Hand wash,0.015,0.2,8.0,Portugal,0.25,0.1,0.3,,0.0,,0.0,22.81
130,H&M,Sweater Cropped,€ 18.25,Woman,Sweater,Merino Wool,100.0,16.0,900.0,170.0,48.0,Hand wash,0.015,0.2,8.0,Cambodia,0.55,0.45,0.75,,0.0,,0.0,18.25
131,Patagonia,Tshirt Oversized,€ 62.02,Man,Tshirt,Organic Cotton,100.0,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,Fair Trade,0.2,Bluesign,0.2,62.02
132,Patagonia,Jumper Cropped,€ 116.23,Man,Jumper,Recycled Polyester,27.3,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,Fair Trade,0.2,,0.0,116.23
132,Patagonia,Jumper Cropped,€ 116.23,Man,Jumper,Organic Cotton,72.7,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,Fair Trade,0.2,,0.0,116.23
133,H&M,Sweater Asymmetric,€ 19.51,Man,Sweater,Cashmere,100.0,30.0,700.0,200.0,60.0,Hand wash,0.015,0.2,8.0,Portugal,0.25,0.1,0.3,RWS,0.15,,0.0,19.51
134,H&M,Jumper Textured,€ 30.83,Woman,Jumper,Recycled Polyester,76.4,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,,0.0,,0.0,30.83
134,H&M,Jumper Textured,€ 30.83,Woman,Jumper,Elastane,23.6,9.0,50.0,150.0,45.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,,0.0,,0.0,30.83
135,Zara,Sweater Oversized,€ 48.86,Woman,Sweater,Elastane,100.0,9.0,50.0,150.0,45.0,Machine wash 30°C,0.04,0.5,15.0,China,0.65,0.4,0.6,,0.0,,0.0,48.86
136,H&M,Sweater Slim Fit,€ 31.55,Man,Sweater,Recycled Cashmere,100.0,5.0,150.0,50.0,15.0,Hand wash,0.015,0.2,8.0,Thailand,0.45,0.35,0.55,Oeko-Tex 100,0.1,,0.0,31.55
137,Penneys,Jacket Asymmetric,€ 23.50,Man,Jacket,Polyester,100.0,9.5,50.0,120.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Cambodia,0.55,0.45,0.75,,0.0,,0.0,23.5
138,Zara,Jacket Regular Fit,€ 44.38,Woman,Jacket,Cotton,66.1,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,India,0.5,0.4,0.65,,0.0,,0.0,44.38
138,Zara,Jacket Regular Fit,€ 44.38,Woman,Jacket,Nylon,33.9,8.5,40.0,140.0,35.0,Machine wash 30°C,0.04,0.5,15.0,India,0.5,0.4,0.65,,0.0,,0.0,44.38
139,H&M,Tshirt Slim Fit,€ 16.21,Woman,Tshirt,Polyester,100.0,9.5,50.0,120.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,Oeko-Tex 100,0.1,,0.0,16.21
140,H&M,Jacket Cropped,€ 65.81,Man,Jacket,Polyester,100.0,9.5,50.0,120.0,35.0,Machine wash 30°C,0.04,0.5,15.0,China,0.65,0.4,0.6,Oeko-Tex 100,0.1,,0.0,65.81
141,Patagonia,Jacket Oversized,€ 146.49,Woman,Jacket,Acrylic,100.0,6.0,30.0,110.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,Fair Trade,0.2,Bluesign,0.2,146.49
142,Penneys,Tshirt Slim Fit,€ 10.60,Woman,Tshirt,Organic Cotton,100.0,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,,0.0,,0.0,10.6
143,Patagonia,Sweater Textured,€ 150.93,Man,Sweater,Merino Wool,100.0,16.0,900.0,170.0,48.0,Hand wash,0.015,0.2,8.0,Turkey,0.4,0.2,0.45,Fair Trade,0.2,Bluesign,0.2,150.93
144,Zara,Sweater Oversized,€ 49.10,Woman,Sweater,Acrylic,100.0,6.0,30.0,110.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,,0.0,,0.0,49.1
145,Zara,Tshirt Ribbed,€ 29.03,Man,Tshirt,Viscose,50.0,5.0,400.0,60.0,30.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,,0.0,,0.0,29.03
145,Zara,Tshirt Ribbed,€ 29.03,Man,Tshirt,Lyocell,31.1,3.0,200.0,45.0,15.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,,0.0,,0.0,29.03
145,Zara,Tshirt Ribbed,€ 29.03,Man,Tshirt,Elastane,18.9,9.0,50.0,150.0,45.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,,0.0,,0.0,29.03
146,Patagonia,Tshirt Slim Fit,€ 54.90,Man,Tshirt,Recycled Cotton,100.0,2.0,500.0,20.0,10.0,Machine wash 30°C,0.04,0.5,15.0,India,0.5,0.4,0.65,Fair Trade,0.2,Bluesign,0.2,54.9
147,Penneys,Jacket Slim Fit,€ 16.13,Man,Jacket,Cotton,100.0,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,India,0.5,0.4,0.65,,0.0,,0.0,16.13
148,H&M,Jacket Slim Fit,€ 56.92,Woman,Jacket,Nylon,55.8,8.5,40.0,140.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,,0.0,,0.0,56.92
148,H&M,Jacket Slim Fit,€ 56.92,Woman,Jacket,Acrylic,44.2,6.0,30.0,110.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,,0.0,,0.0,56.92
149,Zara,Tshirt Slim Fit,€ 12.07,Man,Tshirt,Recycled Cotton,100.0,2.0,500.0,20.0,10.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,,0.0,,0.0,12.07
150,Patagonia,Jacket Regular Fit,€ 240.23,Woman,Jacket,Nylon,100.0,8.5,40.0,140.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,Fair Trade,0.2,Bluesign,0.2,240.23
151,Penneys,Tshirt Cropped,€ 8.68,Man,Tshirt,Lyocell,100.0,3.0,200.0,45.0,15.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,,0.0,,0.0,8.68
152,Penneys,Sweater Textured,€ 22.48,Woman,Sweater,Cashmere,100.0,30.0,700.0,200.0,60.0,Hand wash,0.015,0.2,8.0,Portugal,0.25,0.1,0.3,,0.0,,0.0,22.48
153,Penneys,Sweater Textured,€ 19.87,Man,Sweater,Merino Wool,100.0,16.0,900.0,170.0,48.0,Hand wash,0.015,0.2,8.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,19.87
154,Penneys,Jacket Textured,€ 38.75,Woman,Jacket,Wool,100.0,14.0,800.0,160.0,45.0,Hand wash,0.015,0.2,8.0,Cambodia,0.55,0.45,0.75,,0.0,,0.0,38.75
155,Patagonia,Sweater Asymmetric,€ 154.39,Woman,Sweater,Cotton,100.0,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,Fair Trade,0.2,Bluesign,0.2,154.39
156,Zara,Jumper Asymmetric,€ 31.83,Woman,Jumper,Recycled Acrylic,8.5,3.5,15.0,55.0,20.0,Hand wash,0.015,0.2,8.0,Cambodia,0.55,0.45,0.75,Oeko-Tex 100,0.1,,0.0,31.83
156,Zara,Jumper Asymmetric,€ 31.83,Woman,Jumper,Cashmere,91.5,30.0,700.0,200.0,60.0,Hand wash,0.015,0.2,8.0,Cambodia,0.55,0.45,0.75,Oeko-Tex 100,0.1,,0.0,31.83
157,Zara,Jumper Cropped,€ 47.71,Woman,Jumper,Recycled Acrylic,100.0,3.5,15.0,55.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,Oeko-Tex 100,0.1,,0.0,47.71
158,Patagonia,Sweater Cropped,€ 212.28,Man,Sweater,Acrylic,100.0,6.0,30.0,110.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,Fair Trade,0.2,,0.0,212.28
159,Patagonia,Jumper Oversized,€ 201.75,Man,Jumper,Organic Cotton,16.5,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,Fair Trade,0.2,,0.0,201.75
159,Patagonia,Jumper Oversized,€ 201.75,Man,Jumper,Elastane,35.1,9.0,50.0,150.0,45.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,Fair Trade,0.2,,0.0,201.75
159,Patagonia,Jumper Oversized,€ 201.75,Man,Jumper,Recycled Polyester,48.3,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,Fair Trade,0.2,,0.0,201.75
